Name,Date time,Temperature,Wind Chill,Heat Index,Chance Precipitation (%),Precipitation,Snow,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Ambattur, Chennai, TN, India",01/14/2021 04:30:00,75.3,,,28.6,0,,,3.4,3.7,15,0,77,Clear
"Ambattur, Chennai, TN, India",01/14/2021 05:30:00,74.7,,,28.6,0,,,3.6,3.6,15,0,78.3,Clear
"Ambattur, Chennai, TN, India",01/14/2021 06:30:00,75.3,,,19,0,,,3.5,3.6,15,0,77,Clear
"Ambattur, Chennai, TN, India",01/14/2021 07:30:00,75.8,,,19,0,,,3.4,3.6,15,0,75.8,Clear
"Ambattur, Chennai, TN, India",01/14/2021 08:30:00,76.4,,,19,0,,,3.4,3.6,15,0,74.5,Clear
"Ambattur, Chennai, TN, India",01/14/2021 09:30:00,77.9,,,19,0,,,4.5,4.6,15,0,69.9,Clear
"Ambattur, Chennai, TN, India",01/14/2021 10:30:00,79.4,,,19,0,,,5.6,5.7,15,0,65.3,Clear
"Ambattur, Chennai, TN, India",01/14/2021 11:30:00,80.9,,83,19,0,,,6.7,6.7,15,0,60.7,Clear
"Ambattur, Chennai, TN, India",01/14/2021 12:30:00,81.1,,83.2,19,0,,,7.4,7.1,15,0,59.8,Clear
"Ambattur, Chennai, TN, India",01/14/2021 13:30:00,81.3,,83.3,19,0,,,8.1,7.5,15,0,58.8,Clear
"Ambattur, Chennai, TN, India",01/14/2021 14:30:00,81.6,,83.5,19,0,,,8.7,7.8,15,0,57.9,Clear
"Ambattur, Chennai, TN, India",01/14/2021 15:30:00,80.9,,83,19,0,,,8.4,8,15,0,60,Clear
"Ambattur, Chennai, TN, India",01/14/2021 16:30:00,80.3,,82.4,19,0,,,8,8.1,15,0,62.2,Clear
"Ambattur, Chennai, TN, India",01/14/2021 17:30:00,79.6,,,19,0,,,7.6,8.3,15,0,64.3,Clear
"Ambattur, Chennai, TN, India",01/14/2021 18:30:00,79,,,9.5,0,,,7.2,8.3,15,0,66.3,Clear
"Ambattur, Chennai, TN, India",01/14/2021 19:30:00,78.4,,,9.5,0,,,6.7,8.3,15,0,68.4,Clear
"Ambattur, Chennai, TN, India",01/14/2021 20:30:00,77.8,,,9.5,0,,,6.3,8.3,15,0,70.4,Clear
"Ambattur, Chennai, TN, India",01/14/2021 21:30:00,77.5,,,9.5,0,,,6.1,8.1,15,0,71.2,Clear
"Ambattur, Chennai, TN, India",01/14/2021 22:30:00,77.2,,,9.5,0,,,6,7.8,15,0,72.1,Clear
"Ambattur, Chennai, TN, India",01/14/2021 23:30:00,76.9,,,9.5,0,,,5.8,7.6,15,0,72.9,Clear
"Ambattur, Chennai, TN, India",01/15/2021 00:30:00,76.6,,,14.3,0,,,5.3,7.1,15,0,73.1,Clear
"Ambattur, Chennai, TN, India",01/15/2021 01:30:00,76.3,,,14.3,0,,,4.8,6.6,15,0,73.2,Clear
"Ambattur, Chennai, TN, India",01/15/2021 02:30:00,76,,,14.3,0,,,4.3,6,15,0,73.4,Clear
"Ambattur, Chennai, TN, India",01/15/2021 03:30:00,75.8,,,14.3,0,,,3.6,5.9,15,0,73.4,Clear
"Ambattur, Chennai, TN, India",01/15/2021 04:30:00,75.5,,,14.3,0,,,2.9,5.7,15,0,73.5,Clear
"Ambattur, Chennai, TN, India",01/15/2021 05:30:00,75.3,,,14.3,0,,,2.2,5.6,15,0,73.5,Clear
"Ambattur, Chennai, TN, India",01/15/2021 06:30:00,76,,,9.5,0,,,2.6,6,15,0,72.2,Clear
"Ambattur, Chennai, TN, India",01/15/2021 07:30:00,76.7,,,9.5,0,,,3,6.3,15,0,70.8,Clear
"Ambattur, Chennai, TN, India",01/15/2021 08:30:00,77.4,,,9.5,0,,,3.4,6.7,15,0,69.5,Clear
"Ambattur, Chennai, TN, India",01/15/2021 09:30:00,78.5,,,9.5,0,,,5.1,7.3,15,0,66.7,Clear
"Ambattur, Chennai, TN, India",01/15/2021 10:30:00,79.6,,,9.5,0,,,6.9,7.9,15,0,63.8,Clear
"Ambattur, Chennai, TN, India",01/15/2021 11:30:00,80.7,,82.8,9.5,0,,,8.7,8.5,15,0,61,Clear
"Ambattur, Chennai, TN, India",01/15/2021 12:30:00,80.6,,82.7,14.3,0,,,8.7,8.6,15,0,60.8,Clear
"Ambattur, Chennai, TN, India",01/15/2021 13:30:00,80.6,,82.6,14.3,0,,,8.7,8.6,15,0,60.6,Clear
"Ambattur, Chennai, TN, India",01/15/2021 14:30:00,80.5,,82.5,14.3,0,,,8.7,8.7,15,0,60.4,Clear
"Ambattur, Chennai, TN, India",01/15/2021 15:30:00,79.9,,,14.3,0,,,8.8,9.5,15,0,62.3,Clear
"Ambattur, Chennai, TN, India",01/15/2021 16:30:00,79.3,,,14.3,0,,,8.9,10.2,15,0,64.1,Clear
"Ambattur, Chennai, TN, India",01/15/2021 17:30:00,78.7,,,14.3,0,,,8.9,11,15,0,66,Clear
"Ambattur, Chennai, TN, India",01/15/2021 18:30:00,78.2,,,0,0,,,8.7,10.8,15,11.7,68.5,Clear
"Ambattur, Chennai, TN, India",01/15/2021 19:30:00,77.6,,,0,0,,,8.5,10.7,15,23.3,70.9,Clear
"Ambattur, Chennai, TN, India",01/15/2021 20:30:00,77.1,,,0,0,,,8.3,10.5,15,35,73.4,Partially cloudy
"Ambattur, Chennai, TN, India",01/15/2021 21:30:00,76.8,,,0,0,,,8.3,10.5,15,29,74.2,Partially cloudy
"Ambattur, Chennai, TN, India",01/15/2021 22:30:00,76.6,,,0,0,,,8.3,10.5,15,23,75.1,Clear
"Ambattur, Chennai, TN, India",01/15/2021 23:30:00,76.4,,,0,0,,,8.3,10.5,15,17,75.9,Clear
"Ambattur, Chennai, TN, India",01/16/2021 00:30:00,76.1,,,9.5,0,,,8.1,10.4,15,11.7,76.6,Clear
"Ambattur, Chennai, TN, India",01/16/2021 01:30:00,75.9,,,9.5,0,,,8,10.4,15,6.3,77.3,Clear
"Ambattur, Chennai, TN, India",01/16/2021 02:30:00,75.6,,,9.5,0,,,7.8,10.3,15,1,78,Clear
"Ambattur, Chennai, TN, India",01/16/2021 03:30:00,75.5,,,9.5,0,,,7.6,10.2,15,1.7,78.3,Clear
"Ambattur, Chennai, TN, India",01/16/2021 04:30:00,75.3,,,9.5,0,,,7.4,10.1,15,2.3,78.7,Clear
"Ambattur, Chennai, TN, India",01/16/2021 05:30:00,75.1,,,9.5,0,,,7.2,10.1,15,3,79,Clear
"Ambattur, Chennai, TN, India",01/16/2021 06:30:00,75.7,,,19,0,,,7,10.1,15,28.3,77.4,Partially cloudy
"Ambattur, Chennai, TN, India",01/16/2021 07:30:00,76.3,,,19,0,,,6.9,10.1,15,53.7,75.9,Partially cloudy
"Ambattur, Chennai, TN, India",01/16/2021 08:30:00,76.9,,,19,0,,,6.7,10.1,15,79,74.3,Overcast
"Ambattur, Chennai, TN, India",01/16/2021 09:30:00,78,,,19,0,,,7.8,10.1,15,69,71.2,Partially cloudy
"Ambattur, Chennai, TN, India",01/16/2021 10:30:00,79.1,,,19,0,,,8.8,10.1,15,59,68.1,Partially cloudy
"Ambattur, Chennai, TN, India",01/16/2021 11:30:00,80.1,,82.6,19,0,,,9.8,10.1,15,49,65,Partially cloudy
"Ambattur, Chennai, TN, India",01/16/2021 12:30:00,80.2,,82.7,9.5,0,,,9.8,10.1,15,32.7,65,Partially cloudy
"Ambattur, Chennai, TN, India",01/16/2021 13:30:00,80.3,,82.7,9.5,0,,,9.7,10.1,15,16.3,65,Clear
"Ambattur, Chennai, TN, India",01/16/2021 14:30:00,80.3,,82.8,9.5,0,,,9.6,10.1,15,0,65,Clear
"Ambattur, Chennai, TN, India",01/16/2021 15:30:00,79.7,,,9.5,0,,,9.5,10.4,15,0,66.8,Clear
"Ambattur, Chennai, TN, India",01/16/2021 16:30:00,79.1,,,9.5,0,,,9.5,10.8,15,0,68.7,Clear
"Ambattur, Chennai, TN, India",01/16/2021 17:30:00,78.5,,,9.5,0,,,9.4,11.2,15,0,70.5,Clear
"Ambattur, Chennai, TN, India",01/16/2021 18:30:00,78.2,,,9.5,0,,,9.2,11.2,15,0,72.1,Clear
"Ambattur, Chennai, TN, India",01/16/2021 19:30:00,77.8,,,9.5,0,,,8.9,11.2,15,0,73.7,Clear
"Ambattur, Chennai, TN, India",01/16/2021 20:30:00,77.4,,,9.5,0,,,8.7,11.2,15,0,75.3,Clear
"Ambattur, Chennai, TN, India",01/16/2021 21:30:00,77.1,,,9.5,0,,,8.1,10.2,15,0.7,76.3,Clear
"Ambattur, Chennai, TN, India",01/16/2021 22:30:00,76.8,,,9.5,0,,,7.4,9.2,15,1.3,77.4,Clear
"Ambattur, Chennai, TN, India",01/16/2021 23:30:00,76.6,,,9.5,0,,,6.7,8.3,15,2,78.4,Clear
"Ambattur, Chennai, TN, India",01/17/2021 00:30:00,,,,,0,,,,,,,,
"Ambattur, Chennai, TN, India",01/17/2021 01:30:00,,,,,0,,,,,,,,
"Ambattur, Chennai, TN, India",01/17/2021 02:30:00,,,,,0,,,,,,,,
"Ambattur, Chennai, TN, India",01/17/2021 03:30:00,,,,,0,,,,,,,,
"Ambattur, Chennai, TN, India",01/17/2021 04:30:00,,,,,0,,,,,,,,
"Ambattur, Chennai, TN, India",01/17/2021 05:30:00,,,,,0,,,,,,,,
"Ambattur, Chennai, TN, India",01/17/2021 06:30:00,,,,,0,,,,,,,,
"Ambattur, Chennai, TN, India",01/17/2021 07:30:00,,,,,0,,,,,,,,
